"","Date","Time","Latitude","Longitude","Type","Depth","Depth.Error","Depth.Seismic.Stations","Magnitude","Magnitude.Type","Magnitude.Error","Magnitude.Seismic.Stations","Azimuthal.Gap","Horizontal.Distance","Horizontal.Error","Root.Mean.Square","ID","Source","Location.Source","Magnitude.Source","Status","Year"
"22349","08/20/2014","20:12:38",52.5074,175.3783,"Earthquake",5.19,2.9,NA,5.5,"MWB",0.037,71,29,0.809,6.4,0.87,"USB000S4PB","US","US","US","Reviewed","2014"
"22350","08/20/2014","23:18:20",-59.1064,-17.1165,"Earthquake",10,1.8,NA,5.5,"MWB",0.071,19,55,11.675,10.9,0.5,"USB000S4RB","US","US","US","Reviewed","2014"
"22351","08/21/2014","02:11:31",-5.2854,150.6889,"Earthquake",8,1.7,NA,5.9,"MWW",NA,NA,18,1.828,5.9,0.52,"USB000S4S2","US","US","US","Reviewed","2014"
"22352","08/22/2014","14:29:50",-6.5859,146.8182,"Earthquake",10,1.8,NA,5.5,"MWC",NA,NA,16,2.82,6.8,1.24,"USB000S5DR","US","US","GCMT","Reviewed","2014"
"22353","08/23/2014","04:45:33",-20.1745,-69.0385,"Earthquake",100,1.7,NA,5.6,"MWW",NA,NA,38,0.113,4.7,0.64,"USB000S5LT","US","US","US","Reviewed","2014"
"22354","08/23/2014","22:32:23",-32.6953,-71.4416,"Earthquake",32,1.7,NA,6.4,"MWW",NA,NA,30,0.454,4.9,0.88,"USB000S5RC","US","US","US","Reviewed","2014"
"22355","08/24/2014","10:20:44",38.2151667,-122.3123333,"Earthquake",11.12,0.15,369,6.02,"MW",NA,0,28,0.03579,0.11,0.18,"NC72282711","NC","NC","NC","Reviewed","2014"
"22356","08/24/2014","20:21:24",-55.323,-28.5152,"Earthquake",10.5,3.4,NA,5.5,"MB",0.08,54,29,4.729,8.2,0.97,"USB000S5W9","US","US","US","Reviewed","2014"
"22357","08/24/2014","23:21:46",-14.598,-73.5714,"Earthquake",101,1.8,NA,6.8,"MWW",NA,NA,18,4.107,4.7,0.9,"USB000S5X1","US","US","US","Reviewed","2014"
"22358","08/25/2014","14:31:37",-16.126,-73.1133,"Earthquake",62,1.7,NA,5.5,"MWW",NA,NA,38,3.463,7.4,0.69,"USB000S60Y","US","US","US","Reviewed","2014"
"22359","08/27/2014","16:31:14",-15.5674,-177.8307,"Earthquake",10,1.7,NA,5.6,"MWB",0.058,29,37,4.5,7.9,0.62,"USC000S7EW","US","US","US","Reviewed","2014"
"22360","08/27/2014","23:11:34",-15.0455,167.3911,"Earthquake",115.25,3.6,NA,5.9,"MWW",NA,NA,23,0.438,7.9,0.62,"USC000S7I5","US","US","US","Reviewed","2014"
"22361","08/28/2014","19:14:36",32.0864,132.0682,"Earthquake",20,1.7,NA,5.8,"MWW",NA,NA,18,1.443,5.9,1.27,"USC000S7Q8","US","US","US","Reviewed","2014"
"22363","08/29/2014","21:16:45",-41.8341,84.8674,"Earthquake",10,1.8,NA,5.5,"MWB",0.063,24,57,6.913,10.5,1.01,"USC000S88K","US","US","US","Reviewed","2014"
"22364","09/01/2014","11:41:10",64.681,-17.495,"Earthquake",0,1.7,NA,5.5,"MWW",NA,NA,49,1.646,3.8,0.7,"USC000S8NY","US","US","US","Reviewed","2014"
"22365","09/03/2014","07:43:31",-15.0604,-173.3796,"Earthquake",6,1.8,NA,5.8,"MWW",NA,NA,36,5.181,8.1,1.19,"USC000S97B","US","US","US","Reviewed","2014"
"22366","09/03/2014","08:13:28",-15.0246,-173.5213,"Earthquake",10,1.8,NA,5.5,"MWC",NA,NA,59,2.02,10.5,1.14,"USC000S97I","US","US","GCMT","Reviewed","2014"
"22367","09/03/2014","11:34:41",-14.8901,-173.0278,"Earthquake",10,1.7,NA,5.7,"MWW",NA,NA,27,1.555,6.6,0.75,"USC000S98U","US","US","US","Reviewed","2014"
"22368","09/03/2014","20:33:59",-26.6424,-114.7393,"Earthquake",10,1.7,NA,5.9,"MWW",NA,NA,34,4.851,9.9,0.58,"USC000S9Q5","US","US","US","Reviewed","2014"
"22369","09/04/2014","05:33:50",-21.3869,-173.3232,"Earthquake",35,1.8,NA,6,"MWW",NA,NA,21,3.93,6.1,0.86,"USC000S9V5","US","US","US","Reviewed","2014"
"22370","09/05/2014","19:36:31",-26.708,-114.2499,"Earthquake",14,1.7,NA,5.8,"MWW",NA,NA,35,4.408,7.2,0.71,"USB000S9JN","US","US","US","Reviewed","2014"
"22371","09/06/2014","06:53:12",-26.6478,-114.5,"Earthquake",7,1.5,NA,6.1,"MWW",NA,NA,33,4.637,8.9,0.57,"USB000S9VV","US","US","US","Reviewed","2014"
"22372","09/06/2014","07:48:34",-26.7652,-114.4718,"Earthquake",10,1.8,NA,5.9,"MWW",NA,NA,63,4.599,10.5,0.7,"USB000S9WC","US","US","US","Reviewed","2014"
"22373","09/06/2014","19:22:59",18.7529,-107.0488,"Earthquake",17,1.8,NA,6.2,"MWW",NA,NA,85,5.572,8.6,0.81,"USB000SA0Z","US","US","US","Reviewed","2014"
"22374","09/07/2014","07:08:00",64.5442,-17.395,"Earthquake",4.98,3.1,NA,5.5,"MWW",NA,NA,19,1.704,6.2,0.64,"USB000SA3X","US","US","US","Reviewed","2014"
"22375","09/10/2014","02:46:06",-0.2422,125.104,"Earthquake",35,1.8,NA,6.2,"MWW",NA,NA,28,2.463,5.7,0.52,"USB000SAY6","US","US","US","Reviewed","2014"
"22376","09/10/2014","05:16:53",-0.1835,125.1251,"Earthquake",30,1.7,NA,5.9,"MWW",NA,NA,23,2.434,4.7,1.15,"USB000SAYT","US","US","US","Reviewed","2014"
"22377","09/10/2014","05:19:24",-0.2002,125.0922,"Earthquake",40.82,4.6,NA,5.6,"MB",0.052,132,26,2.466,6.5,1.06,"USB000SAYV","US","US","US","Reviewed","2014"
"22378","09/15/2014","08:05:02",64.5728,-17.3974,"Earthquake",10,1.8,NA,5.5,"MWW",NA,NA,30,1.699,6.5,0.88,"USB000SCFZ","US","US","US","Reviewed","2014"
"22379","09/16/2014","02:35:18",-6.308,151.7171,"Earthquake",28.07,3.2,NA,5.5,"MWW",NA,NA,19,2.149,6,0.49,"USB000SCUJ","US","US","US","Reviewed","2014"
"22380","09/16/2014","03:28:30",36.0873,139.8502,"Earthquake",49.94,2.3,NA,5.5,"MWW",NA,NA,32,0.31,4.6,0.71,"USB000SCUR","US","US","US","Reviewed","2014"
"22381","09/17/2014","06:14:45",13.7641,144.4294,"Earthquake",130,1.8,NA,6.7,"MWW",NA,NA,11,0.46,6.8,0.84,"USB000SDCR","US","US","US","Reviewed","2014"
"22382","09/18/2014","04:17:53",50.5415,150.1349,"Earthquake",500,4.6,NA,5.5,"MWB",0.059,28,32,5.348,8.1,0.32,"USB000SDTR","US","US","US","Reviewed","2014"
"22383","09/20/2014","18:27:14",-0.7667,134.3003,"Earthquake",11.84,3.1,NA,5.5,"MB",0.047,164,16,2.962,7,0.87,"USB000SEIY","US","US","US","Reviewed","2014"
"22384","09/21/2014","17:32:05",27.9401,139.597,"Earthquake",491.15,6.1,NA,5.5,"MWW",NA,NA,27,2.447,9.9,0.73,"USB000SESB","US","US","US","Reviewed","2014"
"22385","09/22/2014","16:01:42",-56.0228,-27.7792,"Earthquake",109.33,3.1,NA,5.7,"MWW",NA,NA,26,5.289,8.5,0.6,"USB000SEYA","US","US","US","Reviewed","2014"
"22386","09/23/2014","15:24:01",-5.3952,151.7372,"Earthquake",57.23,3.9,NA,5.5,"MWC",NA,NA,15,1.269,5.9,0.62,"USB000SF9A","US","US","GCMT","Reviewed","2014"
"22387","09/24/2014","11:16:15",-23.8009,-66.6321,"Earthquake",224,1.8,NA,6.2,"MWW",NA,NA,25,2.407,6.9,1.19,"USB000SFJ5","US","US","US","Reviewed","2014"
"22388","09/25/2014","09:13:50",-9.4618,156.4122,"Earthquake",4,1.7,NA,6.1,"MWW",NA,NA,21,3.488,7.1,1.25,"USB000SFTZ","US","US","US","Reviewed","2014"
"22390","09/26/2014","04:21:24",12.5193,95.2254,"Earthquake",20.22,2.6,NA,5.5,"MWC",NA,NA,18,2.574,6.2,0.69,"USB000SG5E","US","US","GCMT","Reviewed","2014"
"22391","09/28/2014","06:23:36",-19.1319,-176.3434,"Earthquake",10,1.8,NA,5.7,"MWC",NA,NA,80,5.495,8.1,1.02,"USB000SGU3","US","US","GCMT","Reviewed","2014"
"22392","09/29/2014","13:43:02",64.5075,-17.315,"Earthquake",10,1.8,NA,5.6,"MWW",NA,NA,30,7.307,7.8,0.86,"USB000SH06","US","US","US","Reviewed","2014"
"22393","09/30/2014","16:45:56",1.6025,67.7354,"Earthquake",10,1.7,NA,5.5,"MWB",0.032,92,21,10.115,8.6,0.75,"USB000SHED","US","US","US","Reviewed","2014"
"22394","09/30/2014","22:34:27",-17.8303,-178.5952,"Earthquake",572.19,4.8,NA,5.5,"MWB",0.052,35,18,3.194,9.5,0.66,"USB000SHIF","US","US","US","Reviewed","2014"
"22395","10/01/2014","03:38:52",-6.0706,149.5329,"Earthquake",42,1.7,NA,6,"MWW",NA,NA,19,3.217,4.8,0.61,"USB000SHL2","US","US","US","Reviewed","2014"
"22396","10/02/2014","12:57:06",52.3188,158.0527,"Earthquake",143,1.8,NA,5.7,"MWW",NA,NA,24,0.793,4.6,0.88,"USB000SI49","US","US","US","Reviewed","2014"
"22397","10/03/2014","00:57:31",40.1565,142.7657,"Earthquake",30,1.7,NA,5.5,"MWW",NA,NA,20,1.88,6.3,0.79,"USB000SICW","US","US","US","Reviewed","2014"
"22398","10/03/2014","08:05:44",11.3267,122.1187,"Earthquake",19.45,3.1,NA,5.5,"MWB",0.075,17,39,2.99,6.8,0.64,"USB000SIF9","US","US","US","Reviewed","2014"
"22400","10/05/2014","07:24:43",-49.7979,125.7688,"Earthquake",10,1.7,NA,5.5,"MWW",NA,NA,34,16.364,9.9,0.9,"USB000SIWY","US","US","US","Reviewed","2014"
"22401","10/06/2014","14:04:06",15.4121,147.2265,"Earthquake",4,1.7,NA,5.7,"MWW",NA,NA,17,1.389,7,0.77,"USB000SJ6K","US","US","US","Reviewed","2014"
"22402","10/07/2014","10:22:31",64.5298,-17.1994,"Earthquake",4,1.8,NA,5.5,"MWW",NA,NA,44,1.79,7.4,0.66,"USB000SJHK","US","US","US","Reviewed","2014"
"22403","10/07/2014","13:49:40",23.3834,100.4702,"Earthquake",8.51,3.1,NA,6.1,"MWW",NA,NA,23,2.7,6.3,0.8,"USB000SJIM","US","US","US","Reviewed","2014"
"22404","10/08/2014","02:40:53",23.8441,-108.3311,"Earthquake",10,1.8,NA,6.1,"MWW",NA,NA,50,1.868,5.4,0.32,"USB000SJT0","US","US","US","Reviewed","2014"
"22405","10/08/2014","03:04:08",30.3137,-41.8857,"Earthquake",10,1.8,NA,5.6,"MWC",NA,NA,28,19.588,10.1,0.53,"USB000SJT5","US","US","GCMT","Reviewed","2014"
"22406","10/09/2014","02:14:31",-32.1082,-110.8112,"Earthquake",16.54,2.9,NA,7,"MWW",NA,NA,22,5.127,8.2,0.43,"USB000SK6K","US","US","US","Reviewed","2014"
"22407","10/09/2014","02:32:05",-32.0953,-110.8647,"Earthquake",10,1.7,NA,6.6,"MWW",NA,NA,32,5.127,9.3,0.43,"USB000SK6Q","US","US","US","Reviewed","2014"
"22408","10/09/2014","08:14:24",-32.6135,-111.656,"Earthquake",10,1.7,NA,5.7,"MWC",NA,NA,36,5.827,10.8,0.72,"USB000SK7E","US","US","GCMT","Reviewed","2014"
"22409","10/09/2014","21:00:00",-31.9909,-111.1953,"Earthquake",10,1.7,NA,5.7,"MWW",NA,NA,37,5.111,5.3,0.89,"USB000SKFF","US","US","US","Reviewed","2014"
"22410","10/10/2014","04:07:51",-32.1648,-110.836,"Earthquake",10,1.7,NA,5.6,"MWW",NA,NA,31,5.187,4.8,0.74,"USB000SKJD","US","US","US","Reviewed","2014"
"22411","10/11/2014","02:35:47",41.0272,143.1649,"Earthquake",22,1.4,NA,6.1,"MWW",NA,NA,28,0.987,5.9,0.72,"USB000SKYS","US","US","US","Reviewed","2014"
"22413","10/12/2014","05:40:44",57.282,-33.2667,"Earthquake",10,1.7,NA,5.6,"MWW",NA,NA,23,7.344,7.3,0.63,"USB000SL82","US","US","US","Reviewed","2014"
"22414","10/13/2014","05:13:44",-46.2066,165.9628,"Earthquake",20,1.8,NA,5.8,"MWW",NA,NA,46,0.5,7.2,0.75,"USB000SLGY","US","US","US","Reviewed","2014"
"22415","10/14/2014","03:51:34",12.5262,-88.1225,"Earthquake",40,1.8,NA,7.3,"MWW",NA,NA,18,1.078,5.6,0.7,"USB000SLWN","US","US","US","Reviewed","2014"
"22416","10/14/2014","04:12:27",-34.8164,179.864,"Earthquake",14.21,3.3,NA,5.7,"MB",0.041,229,52,3.015,9.2,0.51,"USB000SLWZ","US","US","US","Reviewed","2014"
"22417","10/15/2014","11:16:34",64.4814,-18.0043,"Earthquake",10,1.8,NA,5.5,"MWW",NA,NA,75,1.456,7,0.97,"USB000SMCV","US","US","US","Reviewed","2014"
"22418","10/15/2014","13:35:53",32.5273,47.8065,"Earthquake",10,1.7,NA,5.7,"MWW",NA,NA,44,6.951,6.9,0.65,"USB000SMFF","US","US","US","Reviewed","2014"
"22419","10/15/2014","23:53:02",31.7863,140.5047,"Earthquake",60,1.8,NA,5.5,"MWW",NA,NA,29,1.448,6.6,0.69,"USB000SMN6","US","US","US","Reviewed","2014"
"22420","10/19/2014","19:38:38",-3.3258,150.8427,"Earthquake",10,1.8,NA,5.8,"MWW",NA,NA,46,1.573,8,1.06,"USB000SP1F","US","US","US","Reviewed","2014"
"22421","10/20/2014","07:58:52",-61.9473,161.3242,"Earthquake",10,1.7,NA,5.7,"MWB",0.065,23,37,7.574,9.4,1.18,"USB000SP4A","US","US","US","Reviewed","2014"
"22422","10/20/2014","19:33:22",0.6623,-77.8895,"Earthquake",10,1.7,NA,5.6,"MWB",0.054,33,27,0.702,5.5,0.95,"USB000SP80","US","US","US","Reviewed","2014"
"22423","10/21/2014","23:01:18",-63.4595,169.6619,"Earthquake",10,1.7,NA,5.6,"MWB",0.062,25,21,14.342,10.8,0.98,"USB000SPMS","US","US","US","Reviewed","2014"
"22424","10/22/2014","00:15:17",27.4158,128.5533,"Earthquake",43,1.8,NA,5.8,"MWW",NA,NA,19,0.629,5.4,0.95,"USB000SPN6","US","US","US","Reviewed","2014"
"22425","10/26/2014","10:45:32",-10.5571,-74.0836,"Earthquake",125,1.8,NA,5.7,"MWW",NA,NA,46,3.056,6.8,1.01,"USB000SQQU","US","US","US","Reviewed","2014"
"22426","10/27/2014","08:34:21",9.7575,126.7514,"Earthquake",46.09,4.6,NA,5.5,"MWC",NA,NA,37,2.911,7.2,1.12,"USB000SQUK","US","US","GCMT","Reviewed","2014"
"22427","10/28/2014","03:15:38",-15.2954,-174.6752,"Earthquake",8,1.7,NA,6,"MWW",NA,NA,45,5.892,6.6,0.55,"USB000SR1A","US","US","US","Reviewed","2014"
"22428","10/30/2014","12:11:36",-6.9881,117.5894,"Earthquake",535,1.9,NA,5.7,"MWW",NA,NA,21,2.91,8.8,0.76,"USB000SRNQ","US","US","US","Reviewed","2014"
"22429","11/01/2014","10:05:44",-31.9202,-111.107,"Earthquake",10,1.7,NA,5.8,"MWW",NA,NA,38,5.02,10.4,0.63,"USC000STBK","US","US","US","Reviewed","2014"
"22430","11/01/2014","10:59:55",-31.852,-111.2436,"Earthquake",10,1.6,NA,6,"MWW",NA,NA,36,4.994,9.3,0.98,"USC000STBW","US","US","US","Reviewed","2014"
"22431","11/01/2014","18:57:22",-19.6903,-177.7587,"Earthquake",434,1.2,NA,7.1,"MWW",NA,NA,13,4.415,8.5,0.84,"USC000STDC","US","US","US","Reviewed","2014"
"22432","11/02/2014","17:17:04",-61.2203,154.2778,"Earthquake",10,1.7,NA,6,"MWW",NA,NA,42,7.185,7.4,0.91,"USC000STIG","US","US","US","Reviewed","2014"
"22433","11/03/2014","08:23:54",4.6657,-32.6801,"Earthquake",10,1.9,NA,5.5,"MWW",NA,NA,55,10.908,9.5,0.97,"USC000STLJ","US","US","US","Reviewed","2014"
"22434","11/03/2014","08:48:30",-41.7317,79.9602,"Earthquake",10,1.8,NA,6.3,"MWW",NA,NA,17,4.34,8.6,1.15,"USC000STLT","US","US","US","Reviewed","2014"
"22435","11/07/2014","00:20:47",4.78,95.0654,"Earthquake",39,1.5,NA,5.5,"MWW",NA,NA,21,1.927,6.3,1.08,"USC000SV89","US","US","US","Reviewed","2014"
"22436","11/07/2014","03:33:55",-5.9873,148.2315,"Earthquake",53.19,3.1,NA,6.6,"MWW",NA,NA,13,3.557,6.2,0.91,"USC000SV94","US","US","US","Reviewed","2014"
"22437","11/10/2014","10:04:21",-22.773,171.4529,"Earthquake",7,1.7,NA,5.9,"MWW",NA,NA,22,4.686,7.8,1.01,"USC000SVZI","US","US","US","Reviewed","2014"
"22439","11/10/2014","21:38:01",-30.0426,-177.8549,"Earthquake",29,1.8,NA,5.7,"MWW",NA,NA,54,0.797,8,0.89,"USC000SW4E","US","US","US","Reviewed","2014"
"22440","11/12/2014","11:16:47",1.1343,-85.3828,"Earthquake",10,1.9,NA,5.5,"MWB",0.054,33,86,5.221,7.5,0.73,"USC000SWJ4","US","US","US","Reviewed","2014"
"22441","11/13/2014","10:24:18",-15.2155,173.0845,"Earthquake",10,1.7,NA,6,"MWW",NA,NA,44,5.389,7.5,0.98,"USC000SWWJ","US","US","US","Reviewed","2014"
"22442","11/13/2014","12:21:06",-18.4981,169.1149,"Earthquake",211,1.8,NA,5.5,"MWB",0.093,11,24,3.542,3.4,0.89,"USC000SWX1","US","US","US","Reviewed","2014"
"22443","11/15/2014","02:31:42",1.8929,126.5217,"Earthquake",45,1.7,NA,7.1,"MWW",NA,NA,18,1.397,5.8,0.71,"USC000SXH8","US","US","US","Reviewed","2014"
"22444","11/15/2014","02:35:00",1.6728,126.2983,"Earthquake",44.94,7.5,NA,5.9,"MB",0.122,33,59,1.393,9.8,1.18,"USB000T0PJ","US","US","US","Reviewed","2014"
"22445","11/15/2014","03:08:05",-0.1448,123.8891,"Earthquake",90.28,3.9,NA,5.9,"MWW",NA,NA,14,1.429,6.9,1,"USC000SXHM","US","US","US","Reviewed","2014"
"22446","11/15/2014","09:47:58",1.7859,126.5628,"Earthquake",35,0.8,NA,5.5,"MWW",NA,NA,28,1.288,5.7,0.93,"USC000SXKT","US","US","US","Reviewed","2014"
"22447","11/16/2014","22:33:20",-37.6478,179.6621,"Earthquake",22,1.7,NA,6.7,"MWW",NA,NA,25,1.079,6.4,0.49,"USC000SXYE","US","US","US","Reviewed","2014"
"22448","11/17/2014","01:05:58",-9.5484,155.1391,"Earthquake",10,1.3,NA,5.8,"MWW",NA,NA,14,4.744,6.4,0.89,"USC000SY0A","US","US","US","Reviewed","2014"
"22449","11/17/2014","11:27:07",-36.0008,-102.1971,"Earthquake",19.08,3.3,NA,5.5,"MWC",NA,NA,37,10.735,10.7,0.81,"USC000SY39","US","US","GCMT","Reviewed","2014"
"22450","11/17/2014","16:52:47",-46.3484,33.8037,"Earthquake",10,1.7,NA,6.1,"MWW",NA,NA,19,12.473,8.3,0.69,"USC000SY62","US","US","US","Reviewed","2014"
"22451","11/18/2014","03:25:37",7.484,94.359,"Earthquake",6.61,2.9,NA,5.6,"MWW",NA,NA,23,3.411,7.8,0.43,"USC000SYCA","US","US","US","Reviewed","2014"
"22452","11/18/2014","04:47:17",1.8693,126.4751,"Earthquake",30,1.8,NA,5.8,"MWW",NA,NA,19,1.408,5.4,0.87,"USC000SYCQ","US","US","US","Reviewed","2014"
"22453","11/20/2014","01:51:42",37.3226,141.6082,"Earthquake",32,1.8,NA,5.6,"MWW",NA,NA,51,0.848,5.3,0.47,"USB000SY4S","US","US","US","Reviewed","2014"
"22454","11/20/2014","18:14:38",23.5081,93.5148,"Earthquake",49,1.8,NA,5.6,"MWB",0.049,40,10,2.546,7.3,0.78,"USB000SYBR","US","US","US","Reviewed","2014"
"22455","11/21/2014","03:29:11",20.6545,120.0724,"Earthquake",4,1.7,NA,5.8,"MWW",NA,NA,21,2.347,6.4,0.76,"USB000SYG3","US","US","US","Reviewed","2014"
"22456","11/21/2014","10:10:20",2.2999,127.0562,"Earthquake",35,1.8,NA,6.5,"MWW",NA,NA,9,1.549,5.1,1.16,"USB000SYHZ","US","US","US","Reviewed","2014"
"22457","11/22/2014","08:55:27",30.3398,101.7374,"Earthquake",9,0.5,NA,5.9,"MWW",NA,NA,24,5.271,6.5,0.72,"USB000SYY0","US","US","US","Reviewed","2014"
"22458","11/22/2014","13:08:18",36.6408,137.8875,"Earthquake",9,1.7,NA,6.2,"MWW",NA,NA,19,0.271,5.3,0.98,"USB000SYZA","US","US","US","Reviewed","2014"
"22459","11/22/2014","19:14:16",45.8977,27.1505,"Earthquake",32,1.8,NA,5.6,"MWW",NA,NA,13,0.149,2.9,0.86,"USB000SZ38","US","US","US","Reviewed","2014"
"22460","11/24/2014","21:02:19",-5.9626,154.9618,"Earthquake",170,1.9,NA,5.6,"MWW",NA,NA,21,3.296,8.2,0.82,"USB000SZNL","US","US","US","Reviewed","2014"
"22461","11/25/2014","15:19:08",30.1884,101.7618,"Earthquake",9,1.8,NA,5.6,"MWB",0.054,33,19,5.119,5.5,0.61,"USB000SZW2","US","US","US","Reviewed","2014"
"22462","11/26/2014","14:33:44",1.9604,126.5751,"Earthquake",39,1.7,NA,6.8,"MWW",NA,NA,19,1.421,4.3,1.19,"USB000T08W","US","US","US","Reviewed","2014"
"22463","11/26/2014","14:49:50",1.8122,126.4582,"Earthquake",30.39,3.2,NA,5.6,"MB",0.038,248,20,1.375,6.8,0.78,"USB000T098","US","US","US","Reviewed","2014"
"22464","11/29/2014","13:05:09",5.7314,61.381,"Earthquake",10,1.8,NA,5.6,"MWW",NA,NA,53,9.936,8.1,1.24,"USB000T15U","US","US","US","Reviewed","2014"
"22465","11/29/2014","19:40:11",2.3835,127.0084,"Earthquake",37,1.9,NA,5.8,"MWW",NA,NA,19,1.64,6.6,0.81,"USB000T18G","US","US","US","Reviewed","2014"
"22466","12/01/2014","13:04:24",-48.8526,164.4453,"Earthquake",21,1.8,NA,5.7,"MWW",NA,NA,78,3.085,10,1.11,"USB000T1J2","US","US","US","Reviewed","2014"
"22467","12/02/2014","05:11:31",6.1572,123.1261,"Earthquake",614,1.9,NA,6.6,"MWW",NA,NA,9,2.6,8.6,1.32,"USB000T20T","US","US","US","Reviewed","2014"
"22468","12/03/2014","00:27:04",-2.9324,122.423,"Earthquake",10,1.7,NA,5.5,"MWB",0.052,36,25,1.91,4.8,1.2,"USB000T2CN","US","US","US","Reviewed","2014"
"22469","12/05/2014","18:43:46",23.3363,100.4736,"Earthquake",11,1.8,NA,5.6,"MWW",NA,NA,20,2.728,6.5,0.89,"USC000T440","US","US","US","Reviewed","2014"
"22470","12/06/2014","10:20:02",23.3577,100.533,"Earthquake",10,1.7,NA,5.6,"MWW",NA,NA,19,2.673,6.1,0.71,"USC000T48Q","US","US","US","Reviewed","2014"
"22471","12/06/2014","17:21:49",7.9824,-82.7339,"Earthquake",15,1.7,NA,6,"MWW",NA,NA,37,2.424,6.8,0.97,"USC000T49V","US","US","US","Reviewed","2014"
"22472","12/06/2014","22:05:11",-6.11,130.4829,"Earthquake",116,1.8,NA,6,"MWW",NA,NA,10,2.029,6.1,0.74,"USC000T4BD","US","US","US","Reviewed","2014"
"22473","12/07/2014","01:22:02",-6.5108,154.4603,"Earthquake",23,1.7,NA,6.6,"MWW",NA,NA,12,3.246,6.9,0.72,"USC000T4CZ","US","US","US","Reviewed","2014"
"22474","12/07/2014","03:30:02",-6.4606,154.2587,"Earthquake",10,1.7,NA,5.6,"MWC",NA,NA,18,3.071,7.2,0.89,"USC000T4DJ","US","US","GCMT","Reviewed","2014"
"22475","12/07/2014","12:11:31",13.7465,-91.3822,"Earthquake",28,1.7,NA,5.9,"MWW",NA,NA,28,0.83,5.9,0.85,"USC000T4EP","US","US","US","Reviewed","2014"
"22476","12/07/2014","21:16:36",13.6717,-91.4731,"Earthquake",32,1.7,NA,6.1,"MWW",NA,NA,54,0.874,4.9,0.48,"USC000T4GC","US","US","US","Reviewed","2014"
"22477","12/08/2014","08:54:53",7.9401,-82.6865,"Earthquake",20,1.8,NA,6.6,"MWW",NA,NA,43,2.485,3.6,1.01,"USC000T4IQ","US","US","US","Reviewed","2014"
"22478","12/08/2014","09:52:04",50.3161,158.0836,"Earthquake",47.13,1.7,NA,5.6,"MB",0.026,548,54,2.734,8,0.83,"USC000T4IX","US","US","US","Reviewed","2014"
"22479","12/09/2014","03:09:23",1.5378,126.232,"Earthquake",40.71,4,NA,5.7,"MWW",NA,NA,25,1.366,5.9,0.54,"USC000T4QZ","US","US","US","Reviewed","2014"
"22480","12/10/2014","21:03:39",25.5403,122.4503,"Earthquake",256,1.8,NA,6.1,"MWW",NA,NA,10,1.031,5.3,0.77,"USC000T5BU","US","US","US","Reviewed","2014"
"22481","12/11/2014","13:53:29",-56.7511,-25.4248,"Earthquake",10,1.8,NA,5.5,"MWB",0.06,27,43,6.751,10.1,0.95,"USC000T5JN","US","US","US","Reviewed","2014"
"22482","12/12/2014","20:22:35",-18.9043,-176.4443,"Earthquake",316.37,3.6,NA,5.8,"MWW",NA,NA,29,5.352,7.2,0.99,"USC000T652","US","US","US","Reviewed","2014"
"22483","12/17/2014","06:10:06",-3.8295,100.1432,"Earthquake",10,1.4,NA,5.9,"MWW",NA,NA,27,2.854,5.4,1.26,"USC000T7KD","US","US","US","Reviewed","2014"
"22484","12/18/2014","20:10:53",-56.6279,-25.3698,"Earthquake",10,1.7,NA,5.5,"MWW",NA,NA,33,6.745,10.3,1.09,"USC000T7ZA","US","US","US","Reviewed","2014"
"22485","12/19/2014","19:49:30",16.1951,-61.8091,"Earthquake",118.07,3.5,NA,5.6,"MWW",NA,NA,30,1.586,6.6,0.72,"USC000T8GV","US","US","US","Reviewed","2014"
"22486","12/20/2014","09:29:57",37.4017,141.5534,"Earthquake",31.31,2.7,NA,5.9,"MWW",NA,NA,19,0.765,5,0.76,"USC000T8P4","US","US","US","Reviewed","2014"
"22487","12/21/2014","11:34:14",2.0892,126.6483,"Earthquake",41,1.8,NA,6.3,"MWW",NA,NA,19,1.492,6.1,0.98,"USC000T8VQ","US","US","US","Reviewed","2014"
"22488","12/22/2014","07:19:41",-54.1054,-146.0942,"Earthquake",14,1.6,NA,5.8,"MWW",NA,NA,25,28.439,10.2,0.79,"USC000T91M","US","US","US","Reviewed","2014"
"22489","12/24/2014","01:19:39",-56.3004,147.2567,"Earthquake",10,1.7,NA,5.5,"MWB",0.058,29,49,6.904,10.1,1.05,"USC000T9L4","US","US","US","Reviewed","2014"
"22490","12/24/2014","01:58:02",-56.3945,147.336,"Earthquake",4,1.6,NA,5.9,"MWB",0.054,33,43,6.878,9.6,0.93,"USC000T9LM","US","US","US","Reviewed","2014"
"22491","12/26/2014","23:52:15",6.5189,-82.3463,"Earthquake",10,1.8,NA,5.9,"MWW",NA,NA,57,3.876,7.4,0.9,"USC000TA5D","US","US","US","Reviewed","2014"
"22492","12/27/2014","18:53:47",-17.9261,-179.49,"Earthquake",621.76,4.1,NA,5.5,"MWB",0.069,20,27,2.347,6.1,0.74,"USC000TAA1","US","US","US","Reviewed","2014"
"22493","12/29/2014","09:29:37",8.6341,121.5213,"Earthquake",8,1.7,NA,6.1,"MWW",NA,NA,35,4.31,6.9,1.17,"USC000TAIK","US","US","US","Reviewed","2014"
"22494","12/29/2014","17:41:49",-56.659,-24.8509,"Earthquake",19.03,2.1,NA,5.6,"MWW",NA,NA,27,7.03,9.1,0.81,"USC000TAKC","US","US","US","Reviewed","2014"
